OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2078388,LOP240603001078,329 LESTER AV,LESTER AV,911C,911 HANG UP FROM CP,1717441477000,"[-122.2506662, 37.8017305]",6055902,2119119,C,15X,CCD2,06/03/24  7:04:37 PM,1717448392000,15,3,2
2078389,LOP240603001077,7101 EDGEWATER DR,EDGEWATER DR,911H,911 HANG-UP,1717441448000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,06/03/24  7:04:08 PM,1717441448000,31,5,3
2078390,LOP240603001079,101 WASHINGTON ST,WASHINGTON ST,911C,911 HANG UP FROM CP,1717441481000,"[-122.2780687, 37.7959011]",6047946,2117146,C,01X,CCD3,06/03/24  7:04:41 PM,1717441490000,1,1,1
2078391,LOP240603001080,3860 MARTIN LUTHER KING JR WY,MARTIN LUTHER KING JR WY,911C,911 HANG UP FROM CP,1717441495000,"[-122.2687207, 37.8283744]",6050870,2128917,C,06X,CCD1,06/03/24  7:04:55 PM,1717443441000,6,1,1
2078392,LOP240603001082,1941 81ST AV,81ST AV,945A,AMBULANCE REQUESTED,1717441543000,"[-122.1738622, 37.7594576]",6077813,2103323,C,30X,CCD6,06/03/24  7:05:43 PM,1717441555000,30,5,3
2078393,LOP240603001081,1000 W GRAND AV,W GRAND AV,901D,VEHICLE COLLISION-DR,1717441531000,"[-122.2807984, 37.8148926]",6047289,2124075,C,07X,CCD3,06/03/24  7:05:31 PM,1717441955000,7,1,1
2078394,LOP240603001083,1630 HIGH ST,HIGH ST,415C,415 UNKNOWN,1717441547000,"[-122.2133015, 37.7734572]",6066507,2108626,C,27X,CCD5,06/03/24  7:05:47 PM,1717441547000,27,4,3
2078395,LOP240603001084,8820 INTERNATIONAL BLVD,INTERNATIONAL BLVD,945A,AMBULANCE REQUESTED,1717441624000,"[-122.1753175, 37.7509658]",6077337,2100239,C,34X,CCD7,06/03/24  7:07:04 PM,1717441629000,34,5,3
2078396,LOP240603001085,78TH AV&GARFIELD AV,AV&GARFIELD AV,901A,VEHICLE COLLISION-PE,1717441633000,"[-122.1728498, 37.764125]",6078136,2105017,C,30Y,CCD6,06/03/24  7:07:13 PM,1717447898000,30,5,3
2078397,LOP240603001086,638 21ST ST,21ST ST,415E,LOUD MUSIC,1717441642000,"[-122.2731088, 37.8109981]",6049483,2122615,C,04X,CCD3,06/03/24  7:07:22 PM,1717441642000,4,1,1
