OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2093104,,,,,,,,,,,,,,,,,
2113512,LOP240701001064,150 HEGENBERGER RD,HEGENBERGER RD,945A,AMBULANCE REQUESTED,1719860683000,"[-122.19974, 37.7303639]",6070141,2092866,C,31Y,CCD7,07/01/24  7:04:43 PM,1719860683000,31,5,3
2113513,LOP240701001065,2701 HIGH ST,HIGH ST,415C,415 UNKNOWN,1719860701000,"[-122.2033673, 37.7829979]",6069441,2112047,C,24Y,CCD4,07/01/24  7:05:01 PM,1719860701000,24,4,2
2113514,LOP240701001067,2456 PALM VILLA CT,PALM VILLA CT,911N,POLICE RELATED MATTE,1719860943000,"[-122.1611897, 37.7540746]",6081441,2101298,C,35X,CCD7,07/01/24  7:09:03 PM,1719860943000,35,5,3
2113515,LOP240701001066,2200 57TH AV,57TH AV,602L,TRESPASS:,1719860942000,"[-122.1957582, 37.7701757]",6071555,2107339,C,27Y,CCD6,07/01/24  7:09:02 PM,1719875500000,27,4,3
2113516,LOP240701001068,8707 SAN LEANDRO ST,SAN LEANDRO ST,415C,415 UNKNOWN,1719861039000,"[-122.1874443, 37.7455519]",6073796,2098331,C,31Y,CCD7,07/01/24  7:10:39 PM,1719861352000,31,5,3
2113517,LOP240701001069,1650 12TH ST,12TH ST,243E,BATTERY ON CO-HABITA,1719861041000,"[-122.2963807, 37.8106515]",6042759,2122617,C,02Y,CCD3,07/01/24  7:10:41 PM,1719886948000,2,1,1
2113518,LOP240701001071,1010 PERALTA ST,PERALTA ST,484LP,STOLEN LICENSE PLATE,1719861098000,"[-122.2961827, 37.808479]",6042801,2121825,C,02Y,CCD3,07/01/24  7:11:38 PM,1719861477000,2,1,1
2113519,LOP240701001070,16TH AV&FOOTHILL BLVD,AV&FOOTHILL BLVD,R10851,RECOVERED STOLEN VEH,1719861089000,"[-122.242616, 37.7900138]",6058148,2114810,A,19X,CCD2,07/01/24  7:11:29 PM,1719861090000,19,3,2
2113520,LOP240701001072,7515 INTERNATIONAL BLVD,INTERNATIONAL BLVD,911C,911 HANG UP FROM CP,1719861106000,"[-122.1854727, 37.7583665]",6074450,2102986,C,26Y,CCD7,07/01/24  7:11:46 PM,1719861126000,26,4,3
2113521,LOP240701001074,4292 KELLER AV,KELLER AV,945A,AMBULANCE REQUESTED,1719861245000,"[-122.1530368, 37.7713841]",6083909,2107558,C,35Y,CCD7,07/01/24  7:14:05 PM,1719861245000,35,5,3
