OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2083579,LOP240607001002,1200 69TH AV,69TH AV,976,CAR STOP,1717787045000,"[-122.1910717, 37.7600909]",6072843,2103643,C,26Y,CCD7,06/07/24  7:04:05 PM,1717789516000,26,4,3
2083580,LOP240607001004,4335 VIRGINIA AV,VIRGINIA AV,602L,TRESPASS:,1717787112000,"[-122.199697, 37.7842842]",6070510,2112496,P,28X,CCD6,06/07/24  7:05:12 PM,1717787112000,28,4,3
2083581,LOP240607001005,W GRAND AV&MYRTLE ST,GRAND AV&MYRTLE ST,901A,VEHICLE COLLISION-PE,1717787201000,"[-122.2797444, 37.8146888]",6047592,2123995,C,05X,CCD3,06/07/24  7:06:41 PM,1717790853000,5,1,1
2083582,LOP240607001008,1536 FRUITVALE AV,FRUITVALE AV,WELCK,WELFARE CHECK -- CHE,1717787297000,"[-122.2250186, 37.7794172]",6063161,2110858,C,23X,CCD5,06/07/24  7:08:17 PM,1717789387000,23,4,2
2083583,LOP240607001007,3141 38TH AV,38TH AV,913A,ATTEMPT SUICIDE,1717787250000,"[-122.2022862, 37.7877737]",6069785,2113780,C,24Y,CCD4,06/07/24  7:07:30 PM,1717791580000,24,4,2
2083584,LOP240607001009,6927 ARTHUR ST,ARTHUR ST,415E,LOUD MUSIC,1717787366000,"[-122.182345, 37.7655446]",6075401,2105583,C,30X,CCD6,06/07/24  7:09:26 PM,1717788454000,30,5,3
2083585,LOP240607001011,1143 E 12TH ST,E 12TH ST,911N,POLICE RELATED MATTE,1717787613000,"[-122.2495179, 37.7903154]",6056156,2114957,C,19X,CCD2,06/07/24  7:13:33 PM,1717787613000,19,3,2
2083586,LOP240607001010,1151 14TH ST,14TH ST,911C,911 HANG UP FROM CP,1717787608000,"[-122.2862085, 37.8094957]",6045689,2122140,C,02X,CCD3,06/07/24  7:13:28 PM,1717799782000,2,1,1
2083587,LOP240607001012,130 MOSS AV,MOSS AV,945A,AMBULANCE REQUESTED,1717787767000,"[-122.2534839, 37.8209273]",6055219,2126123,C,09X,CCD1,06/07/24  7:16:07 PM,1717787767000,9,2,1
2083588,LOP240607001013,7101 EDGEWATER DR,EDGEWATER DR,911C,911 HANG UP FROM CP,1717787939000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,06/07/24  7:18:59 PM,1717787939000,31,5,3
