OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2093104,,,,,,,,,,,,,,,,,
2133154,LOP240717001058,E 20TH ST&22ND AV,20TH ST&22ND AV,20002,HIT & RUN (PROPERTY,1721243047000,"[-122.2339366, 37.7887409]",6060647,2114300,C,18X,CCD2,07/17/24  7:04:07 PM,1721273972000,18,3,2
2133155,LOP240717001057,79TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,415F,415 FAMILY,1721243041000,"[-122.1827635, 37.7571362]",6075225,2102524,C,26Y,CCD7,07/17/24  7:04:01 PM,1721271325000,26,4,3
2133156,LOP240717001059,3215 BLANDON RD,BLANDON RD,911N,POLICE RELATED MATTE,1721243120000,"[-122.157125, 37.7607516]",6082659,2103708,C,35X,CCD7,07/17/24  7:05:20 PM,1721243120000,35,5,3
2133157,LOP240717001060,18TH ST&TELEGRAPH AV,ST&TELEGRAPH AV,912,SUSPICIOUS PERSON,1721243143000,"[-122.2700816, 37.8076046]",6050334,2121363,C,04X,CCD3,07/17/24  7:05:43 PM,1721246238000,4,1,1
2133158,LOP240717001061,3400 BROADWAY,BROADWAY,933R,ALARM-RINGER,1721243158000,"[-122.2605591, 37.8212559]",6053178,2126281,C,08X,CCD3,07/17/24  7:05:58 PM,1721262469000,8,2,1
2133159,LOP240717001062,6800 EDGEWATER DR,EDGEWATER DR,SECCK,SECURITY CHECK,1721243251000,"[-122.2096083, 37.7495175]",6067415,2099891,C,31X,CCD7,07/17/24  7:07:31 PM,1721245960000,31,5,3
2133160,LOP240717001063,E 8TH ST&9TH AV,8TH ST&9TH AV,451,ARSON,1721243357000,"[-122.2533966, 37.7905517]",6055037,2115064,C,19X,CCD2,07/17/24  7:09:17 PM,1721250619000,19,3,2
2133161,LOP240717001065,1811 27TH AV,27TH AV,240,ASSAULT,1721243398000,"[-122.2283329, 37.7839805]",6062234,2112537,C,20X,CCD5,07/17/24  7:09:58 PM,1721328731000,20,3,2
2133162,LOP240717001064,7888 SUNKIST DR,SUNKIST DR,WELCK,WELFARE CHECK -- CHE,1721243387000,"[-122.161537, 37.768364]",6081433,2106502,C,30Y,CCD6,07/17/24  7:09:47 PM,1721269189000,30,5,3
2133163,LOP240717001066,4700 SHETLAND AV,SHETLAND AV,933R,ALARM-RINGER,1721243436000,"[-122.1247499, 37.7516628]",6091959,2100235,C,35Y,CCD7,07/17/24  7:10:36 PM,1721249981000,35,5,3
