OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2066464,LOP240524001016,2112 DAMUTH ST,DAMUTH ST,415C,415 UNKNOWN,1716577399000,"[-122.2142102, 37.8026369]",6066439,2119254,C,22X,CCD4,05/24/24  7:03:19 PM,1716596240000,22,3,2
2066465,LOP240524001018,3228 FARNAM ST,FARNAM ST,911C,911 HANG UP FROM CP,1716577495000,"[-122.2252128, 37.7780931]",6063096,2110377,P,23X,CCD5,05/24/24  7:04:55 PM,1716577496000,23,4,2
2066466,LOP240524001017,3020 E 15TH ST,E 15TH ST,945A,AMBULANCE REQUESTED,1716577493000,"[-122.2271434, 37.7794135]",6062547,2110868,C,20X,CCD5,05/24/24  7:04:53 PM,1716577493000,20,3,2
2066467,LOP240524001019,2657 23RD AV,23RD AV,484LP,STOLEN LICENSE PLATE,1716577519000,"[-122.2271758, 37.7930097]",6062629,2115818,C,18Y,CCD2,05/24/24  7:05:19 PM,1716644166000,18,3,2
2066468,LOP240524001020,7101 EDGEWATER DR,EDGEWATER DR,911C,911 HANG UP FROM CP,1716577639000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,05/24/24  7:07:19 PM,1716577639000,31,5,3
2066469,LOP240524001021,1545 E 12TH ST,E 12TH ST,MSDIAL,MISDIAL,1716577671000,"[-122.2455998, 37.7878161]",6057271,2114026,C,19X,CCD2,05/24/24  7:07:51 PM,1716577671000,19,3,2
2066470,LOP240524001022,4092 PIEDMONT AV,PIEDMONT AV,415CU,DISTURBANCE-CUSTOMER,1716577755000,"[-122.2524953, 37.826279]",6055541,2128066,C,09X,CCD1,05/24/24  7:09:15 PM,1716585783000,9,2,1
2066471,LOP240524001023,1447 67TH AV,67TH AV,R10851,RECOVERED STOLEN VEH,1716577820000,"[-122.1913792, 37.7618939]",6072766,2104301,P,30X,CCD6,05/24/24  7:10:20 PM,1716577820000,30,5,3
2066472,LOP240524001024,1423 102ND AV,102ND AV,11500,DRUG DEALING,1716577983000,"[-122.1681825, 37.7416401]",6079339,2096807,C,32X,CCD7,05/24/24  7:13:03 PM,1716606210000,32,5,3
2066473,LOP240524001025,696 LOUISIANA ST,LOUISIANA ST,594,VANDALISM,1716577984000,"[-122.186186, 37.73995]",6074123,2096285,C,31Y,CCD7,05/24/24  7:13:04 PM,1716577984000,31,5,3
