OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
2077141,LOP240602001006,1926 23RD AV,23RD AV,GAS,GAS LEAK,1717355654000,"[-122.2321184, 37.7870618]",6061161,2113679,C,21X,CCD2,06/02/24  7:14:14 PM,1717355654000,21,3,2
2077142,LOP240602001008,6345 COLISEUM WY,COLISEUM WY,911C,911 HANG UP FROM CP,1717355726000,"[-122.206742, 37.7563574]",6068289,2102366,C,26X,CCD6,06/02/24  7:15:26 PM,1717363166000,26,4,3
2077143,LOP240602001007,10203 EDES AV,EDES AV,911N,POLICE RELATED MATTE,1717355692000,"[-122.1800384, 37.734698]",6075866,2094341,C,31Y,CCD7,06/02/24  7:14:52 PM,1717355692000,31,5,3
2077144,LOP240602001009,9899 MACARTHUR BLVD,MACARTHUR BLVD,911C,911 HANG UP FROM CP,1717355729000,"[-122.1570572, 37.7470104]",6082590,2098705,C,32Y,CCD7,06/02/24  7:15:29 PM,1717372909000,32,5,3
2077145,LOP240602001010,5933 CAMDEN ST,CAMDEN ST,945A,AMBULANCE REQUESTED,1717355786000,"[-122.1852003, 37.7751862]",6074639,2109108,C,29X,CCD6,06/02/24  7:16:26 PM,1717355786000,29,5,3
2077146,LOP240602001013,4200 INTERNATIONAL BLVD,INTERNATIONAL BLVD,933R,ALARM-RINGER,1717355843000,"[-122.2161534, 37.7730284]",6065680,2108485,P,23X,CCD5,06/02/24  7:17:23 PM,1717356025000,23,4,2
2077147,LOP240602001012,3001 E 16TH ST,E 16TH ST,417,BRANDISH A WEAPON,1717355831000,"[-122.2255232, 37.7799839]",6063019,2111067,C,20X,CCD5,06/02/24  7:17:11 PM,1717360087000,20,3,2
2077148,LOP240602001011,66TH AV&INDEPENDENT RD,AV&INDEPENDENT RD,245,ASSAULT W/DEADLY WEA,1717355817000,"[-122.2086817, 37.7555547]",6067723,2102084,C,26X,CCD6,06/02/24  7:16:57 PM,1717373974000,26,4,3
2077149,LOP240602001014,7101 EDGEWATER DR,EDGEWATER DR,911C,911 HANG UP FROM CP,1717355887000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,06/02/24  7:18:07 PM,1717355887000,31,5,3
2077150,LOP240602001015,171 12TH ST,12TH ST,415,DISTURBING THE PEACE,1717355892000,"[-122.2654592, 37.8003042]",6051619,2118680,C,03X,CCD2,06/02/24  7:18:12 PM,1717361660000,3,1,1
2077151,LOP240602001016,72ND AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,245,ASSAULT W/DEADLY WEA,1717355929000,"[-122.1882163, 37.7597391]",6073666,2103500,C,30X,CCD7,06/02/24  7:18:49 PM,1717360963000,30,5,3
2077152,LOP240602001017,59TH ST&TELEGRAPH AV,ST&TELEGRAPH AV,911C,911 HANG UP FROM CP,1717356144000,"[-122.2612411, 37.8450384]",6053144,2134943,C,11X,CCD1,06/02/24  7:22:24 PM,1717365413000,11,2,1
2077153,LOP240602001018,11TH ST&WEBSTER ST,ST&WEBSTER ST,SECCK,SECURITY CHECK,1717356200000,"[-122.2700876, 37.8013253]",6050289,2119077,C,03X,CCD2,06/02/24  7:23:20 PM,1717362783000,3,1,1
2077154,LOP240602001019,3121 FRUITVALE AV,FRUITVALE AV,945A,AMBULANCE REQUESTED,1717356253000,"[-122.2180696, 37.795733]",6065278,2116761,C,21Y,CCD5,06/02/24  7:24:13 PM,1717356253000,21,3,2
2077155,LOP240602001020,E 18TH ST&5TH AV,18TH ST&5TH AV,901A,VEHICLE COLLISION-PE,1717356296000,"[-122.2501511, 37.7983843]",6056028,2117898,C,17X,CCD2,06/02/24  7:24:56 PM,1717362401000,17,3,2
2077156,LOP240602001021,426 E 11TH ST,E 11TH ST,415E,LOUD MUSIC,1717356391000,"[-122.2563081, 37.7949664]",6054226,2116687,C,19X,CCD2,06/02/24  7:26:31 PM,1717356456000,19,3,2
2077157,LOP240602001022,7600 HILLSIDE ST,HILLSIDE ST,SECCK,SECURITY CHECK,1717356594000,"[-122.171657, 37.766625]",6078497,2105921,C,30Y,CCD6,06/02/24  7:29:54 PM,1717359483000,30,5,3
2077158,LOP240602001023,7101 EDGEWATER DR,EDGEWATER DR,911C,911 HANG UP FROM CP,1717356660000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,06/02/24  7:31:00 PM,1717356660000,31,5,3
2077159,LOP240602001024,2250 BROADWAY,BROADWAY,MSDIAL,MISDIAL,1717356709000,"[-122.2666561, 37.811474]",6051350,2122753,C,08X,CCD3,06/02/24  7:31:49 PM,1717356709000,8,2,1
2077160,LOP240602001026,1524 38TH AV,38TH AV,10851,STOLEN VEHICLE,1717356998000,"[-122.2191955, 37.7758875]",6064820,2109542,A,23X,CCD5,06/02/24  7:36:38 PM,1717357082000,23,4,2
2077161,LOP240602001025,5095 TELEGRAPH AV,TELEGRAPH AV,933S,ALARM-SILENT,1717356945000,"[-122.2623888, 37.8372122]",6052759,2132100,C,12X,CCD1,06/02/24  7:35:45 PM,1717370466000,12,2,1
2077162,LOP240602001029,250 STANTONVILLE DR,STANTONVILLE DR,949,SUSPICIOUS VEHICLE,1717357081000,"[-122.1734989, 37.8010791]",6078189,2118474,C,22Y,CCD4,06/02/24  7:38:01 PM,1717383928000,22,3,2
2077163,LOP240602001030,3501 SAN PABLO AV,SAN PABLO AV,911C,911 HANG UP FROM CP,1717357288000,"[-122.2782688, 37.8257917]",6048095,2128029,C,07X,CCD3,06/02/24  7:41:28 PM,1717357288000,7,1,1
2077164,LOP240602001032,BANCROFT AV&HAVENSCOURT BLVD,AV&HAVENSCOURT BLVD,20002,HIT & RUN (PROPERTY,1717357522000,"[-122.1821818, 37.7696451]",6075475,2107075,C,30X,CCD6,06/02/24  7:45:22 PM,1717363064000,30,5,3
2077165,LOP240602001033,7532 DEERWOOD AV,DEERWOOD AV,970B,AUTO BLOCKING DRIVEW,1717357648000,"[-122.1784126, 37.7625572]",6076518,2104475,P,30X,CCD6,06/02/24  7:47:28 PM,1717357668000,30,5,3
2077166,LOP240602001034,1452 HAVENSCOURT BLVD,HAVENSCOURT BLVD,911C,911 HANG UP FROM CP,1717357662000,"[-122.1926496, 37.7620734]",6072400,2104373,C,30X,CCD6,06/02/24  7:47:42 PM,1717357662000,30,5,3
2077167,LOP240602001035,8107 RUDSDALE ST,RUDSDALE ST,20002,HIT & RUN (PROPERTY,1717357843000,"[-122.1850477, 37.7532058]",6074539,2101105,C,33X,CCD7,06/02/24  7:50:43 PM,1717362856000,33,5,3
2077168,LOP240602001036,COLLEGE AV&OCEAN VIEW DR,AV&OCEAN VIEW DR,10851,STOLEN VEHICLE,1717357947000,"[-122.2516608, 37.8433022]",6055898,2134259,C,12Y,CCD1,06/02/24  7:52:27 PM,1717372191000,12,2,1
2077169,LOP240602001037,E 15TH ST&23RD AV,15TH ST&23RD AV,CODE7,SUBJECT ARMED WITH W,1717357989000,"[-122.2351606, 37.7842456]",6060263,2112670,C,20X,CCD5,06/02/24  7:53:09 PM,1717366037000,20,3,2
2077170,LOP240602001038,1189 58TH AV,58TH AV,WELCK,WELFARE CHECK -- CHE,1717358157000,"[-122.2036445, 37.7632472]",6069230,2104858,C,26Y,CCD5,06/02/24  7:55:57 PM,1717358158000,26,4,3
2077171,LOP240602001039,2558 35TH AV,35TH AV,415C,415 UNKNOWN,1717358289000,"[-122.2109691, 37.7875794]",6067275,2113755,C,24X,CCD4,06/02/24  7:58:09 PM,1717362832000,24,4,2
2077172,LOP240602001040,7101 EDGEWATER DR,EDGEWATER DR,MSDIAL,MISDIAL,1717358292000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,06/02/24  7:58:12 PM,1717358292000,31,5,3
2077173,LOP240602001041,3024 DAVIS ST,DAVIS ST,10851,STOLEN VEHICLE,1717358417000,"[-122.2212017, 37.7901827]",6064336,2114757,C,21Y,CCD5,06/02/24  8:00:17 PM,1717417786000,21,3,2
2077174,LOP240602001043,1926 10TH AV,10TH AV,459,BURGLARY,1717358674000,"[-122.2447871, 37.7955055]",6057558,2116821,C,17X,CCD2,06/02/24  8:04:34 PM,1717361004000,17,3,2
2077175,LOP240602001046,742 34TH ST,34TH ST,415F,415 FAMILY,1717358896000,"[-122.2715969, 37.82381]",6050008,2127271,C,06X,CCD3,06/02/24  8:08:16 PM,1717369575000,6,1,1
2077176,LOP240602001048,5100 BROADWAY,BROADWAY,487,GRAND THEFT,1717358937000,"[-122.2519021, 37.8350363]",6055772,2131251,C,09X,CCD1,06/02/24  8:08:57 PM,1717366028000,9,2,1
2077177,LOP240602001050,387 40TH ST,40TH ST,415C,415 UNKNOWN,1717359052000,"[-122.2592503, 37.8282715]",6053604,2128828,C,08X,CCD1,06/02/24  8:10:52 PM,1717359052000,8,2,1
2077178,LOP240602001051,CASTRO ST&SAN PABLO AV,ST&SAN PABLO AV,451,ARSON,1717359094000,"[-122.2736094, 37.811518]",6049342,2122807,C,04X,CCD3,06/02/24  8:11:34 PM,1717362283000,4,1,1
2077179,LOP240602001052,2850 WEST ST,WEST ST,911H,911 HANG-UP,1717359111000,"[-122.2738431, 37.8186891]",6049324,2125419,C,06X,CCD3,06/02/24  8:11:51 PM,1717362708000,6,1,1
2077180,LOP240602001053,BROADWAY&WB I980,I980,929,FIRE,1717359112000,"[-122.2749456, 37.7983269]",6048865,2118012,C,03Y,CCD3,06/02/24  8:11:52 PM,1717359157000,3,1,1
2077181,LOP240602001055,301 E 18TH ST,E 18TH ST,SUSP,SUSPECT,1717359172000,"[-122.2520019, 37.7996561]",6055502,2118371,C,15X,CCD2,06/02/24  8:12:52 PM,1717364464000,15,3,2
2077182,LOP240602001056,WB I980&SAN PABLO AV,I980&SAN PABLO AV,929,FIRE,1717359203000,"[-122.2738492, 37.8122807]",6049278,2123086,C,04X,CCD3,06/02/24  8:13:23 PM,1717359203000,4,1,1
2077183,LOP240602001057,3400 BROADWAY,BROADWAY,459AU,AUTO BURGLARY,1717359278000,"[-122.2605591, 37.8212559]",6053178,2126281,C,08X,CCD3,06/02/24  8:14:38 PM,1717359278000,8,2,1
2077184,LOP240602001058,390 40TH ST,40TH ST,459,BURGLARY,1717359283000,"[-122.2593988, 37.8284039]",6053562,2128877,C,12X,CCD1,06/02/24  8:14:43 PM,1717362921000,12,2,1
2077185,LOP240602001059,1030 KIRKHAM WY,KIRKHAM WY,415N,DISTURBANCE-NEIGHBOR,1717359297000,"[-122.2915689, 37.8068077]",6044122,2121191,C,02X,CCD3,06/02/24  8:14:57 PM,1717373874000,2,1,1
2077186,LOP240602001060,2227 SAN PABLO AV,SAN PABLO AV,415C,415 UNKNOWN,1717359321000,"[-122.2740864, 37.8127853]",6049213,2123271,C,07X,CCD3,06/02/24  8:15:21 PM,1717359321000,7,1,1
2077187,LOP240602001062,5800 WALNUT ST,WALNUT ST,415C,415 UNKNOWN,1717359351000,"[-122.1911045, 37.772473]",6072915,2108151,C,29X,CCD6,06/02/24  8:15:51 PM,1717359354000,29,5,3
2077188,LOP240602001061,1630 SAN PABLO AV,SAN PABLO AV,911C,911 HANG UP FROM CP,1717359340000,"[-122.2720372, 37.806861]",6049764,2121103,C,04X,CCD3,06/02/24  8:15:40 PM,1717360417000,4,1,1
2077189,LOP240602001063,1930 12TH AV,12TH AV,911C,911 HANG UP FROM CP,1717359402000,"[-122.2431156, 37.794047]",6058031,2116281,C,17X,CCD2,06/02/24  8:16:42 PM,1717359402000,17,3,2
2077190,LOP240602001065,5700 INTERNATIONAL BLVD,INTERNATIONAL BLVD,SECCK,SECURITY CHECK,1717359497000,"[-122.2015794, 37.766142]",6069846,2105901,C,27Y,CCD5,06/02/24  8:18:17 PM,1717361267000,27,4,3
2077191,LOP240602001066,3920 SAN JUAN ST,SAN JUAN ST,415C,415 UNKNOWN,1717359586000,"[-122.2150015, 37.7788959]",6066052,2110615,C,24X,CCD5,06/02/24  8:19:46 PM,1717361751000,24,4,2
2077192,LOP240602001067,GOLF LINKS RD&WB I580,LINKS RD&WB I580,415C,415 UNKNOWN,1717359625000,"[-122.1511786, 37.7536385]",6084332,2101088,C,32Y,CCD7,06/02/24  8:20:25 PM,1717359625000,32,5,3
2077193,LOP240602001068,3910 39TH AV,39TH AV,415F,415 FAMILY,1717359646000,"[-122.1931691, 37.7926102]",6072451,2115493,C,25X,CCD4,06/02/24  8:20:46 PM,1717369664000,25,4,2
2077194,LOP240602001069,5253 LOCKSLEY AV,LOCKSLEY AV,945A,AMBULANCE REQUESTED,1717359861000,"[-122.2574095, 37.8391598]",6054210,2132782,C,12Y,CCD1,06/02/24  8:24:21 PM,1717359861000,12,2,1
2077195,LOP240602001070,150 HEGENBERGER RD,HEGENBERGER RD,415C,415 UNKNOWN,1717359863000,"[-122.19974, 37.7303639]",6070141,2092866,C,31Y,CCD7,06/02/24  8:24:23 PM,1717359886000,31,5,3
2077196,LOP240602001071,603 57TH ST,57TH ST,929,FIRE,1717359929000,"[-122.2649062, 37.8425775]",6052069,2134067,C,11X,CCD1,06/02/24  8:25:29 PM,1717360038000,11,2,1
2077197,LOP240602001072,10324 LONGFELLOW AV,LONGFELLOW AV,484LP,STOLEN LICENSE PLATE,1717359946000,"[-122.1565441, 37.7438588]",6082718,2097555,P,32Y,CCD7,06/02/24  8:25:46 PM,1717359946000,32,5,3
2077198,LOP240602001073,2456 88TH AV,88TH AV,243E,BATTERY ON CO-HABITA,1717359959000,"[-122.1626805, 37.7568444]",6081028,2102314,C,35X,CCD7,06/02/24  8:25:59 PM,1717365426000,35,5,3
2077199,LOP240602001075,2353 WEBSTER ST,WEBSTER ST,911C,911 HANG UP FROM CP,1717360174000,"[-122.2651546, 37.8126858]",6051792,2123186,C,08X,CCD3,06/02/24  8:29:34 PM,1717360177000,8,2,1
2077200,LOP240602001076,10911 RUSSETT ST,RUSSETT ST,415C,415 UNKNOWN,1717360220000,"[-122.1715552, 37.7321186]",6078302,2093358,C,31Z,CCD7,06/02/24  8:30:20 PM,1717362697000,31,5,3
2077201,LOP240602001074,742 34TH ST,34TH ST,415F,415 FAMILY,1717360171000,"[-122.2715969, 37.82381]",6050008,2127271,C,06X,CCD3,06/02/24  8:29:31 PM,1717382620000,6,1,1
2077202,LOP240602001077,EB 98TH ONRP AV&EB I580,98TH ONRP AV&EB I580,415C,415 UNKNOWN,1717360291000,"[-122.1513817, 37.7497023]",6084248,2099656,C,32Y,CCD7,06/02/24  8:31:31 PM,1717360293000,32,5,3
2077203,LOP240602001078,13TH ST&HARRISON ST,ST&HARRISON ST,SECCK,SECURITY CHECK,1717360341000,"[-122.2680461, 37.8022349]",6050885,2119397,C,03X,CCD2,06/02/24  8:32:21 PM,1717377456000,3,1,1
2077204,LOP240602001079,14TH ST&MANDELA PKWY,ST&MANDELA PKWY,SECCK,SECURITY CHECK,1717360383000,"[-122.2917428, 37.8108566]",6044100,2122666,C,02Y,CCD3,06/02/24  8:33:03 PM,1717361364000,2,1,1
2077205,LOP240602001080,10758 ACALANES DR,ACALANES DR,FNDGUN,FOUND GUN,1717360491000,"[-122.1764262, 37.73111]",6076887,2093016,P,31Z,CCD7,06/02/24  8:34:51 PM,1717360492000,31,5,3
2077206,LOP240602001082,1668 MACARTHUR BLVD,MACARTHUR BLVD,975,STAND BY AND PRESERV,1717360713000,"[-122.2225083, 37.8004037]",6064027,2118485,C,16Y,CCD5,06/02/24  8:38:33 PM,1717360713000,16,3,2
2077207,LOP240602001083,2159 108TH AV,108TH AV,PDOA,POSSIBLE DEAD PERSON,1717360812000,"[-122.1568412, 37.7401163]",6082608,2096194,C,32Y,CCD7,06/02/24  8:40:12 PM,1717374987000,32,5,3
2077208,LOP240602001084,4055 TELEGRAPH AV,TELEGRAPH AV,933R,ALARM-RINGER,1717360852000,"[-122.264421, 37.8296006]",6052120,2129340,C,12X,CCD1,06/02/24  8:40:52 PM,1717371860000,12,2,1
2077209,LOP240602001085,7101 EDGEWATER DR,EDGEWATER DR,911C,911 HANG UP FROM CP,1717360934000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,06/02/24  8:42:14 PM,1717360934000,31,5,3
2077210,LOP240602001086,4100 MOUNTAIN BLVD,MOUNTAIN BLVD,945A,AMBULANCE REQUESTED,1717361073000,"[-122.1831493, 37.7966129]",6075372,2116898,C,25X,CCD6,06/02/24  8:44:33 PM,1717361076000,25,4,2
2077211,LOP240602001088,250 VICTORY CT,VICTORY CT,933R,ALARM-RINGER,1717361211000,"[-122.2641975, 37.7920798]",6051927,2115679,C,01X,CCD3,06/02/24  8:46:51 PM,1717367039000,1,1,1
2077212,LOP240602001087,12TH ST&HARRISON ST,ST&HARRISON ST,10851,STOLEN VEHICLE,1717361194000,"[-122.2684763, 37.8015472]",6050756,2119149,C,03X,CCD2,06/02/24  8:46:34 PM,1717370408000,3,1,1
2077213,LOP240602001089,8TH ST&OAK ST,ST&OAK ST,415TH,415 THREATS,1717361250000,"[-122.2654692, 37.7969419]",6051593,2117456,C,03X,CCD2,06/02/24  8:47:30 PM,1717367141000,3,1,1
2077214,LOP240602001090,6200 HAYES ST,HAYES ST,SECCK,SECURITY CHECK,1717361279000,"[-122.1922389, 37.7674328]",6072554,2106322,C,27Y,CCD6,06/02/24  8:47:59 PM,1717361493000,27,4,3
2077215,LOP240602001091,870 WILLOW ST,WILLOW ST,20001,HIT & RUN RESULTING,1717361318000,"[-122.2996792, 37.8086125]",6041792,2121893,C,02Y,CCD3,06/02/24  8:48:38 PM,1717362659000,2,1,1
2077216,LOP240602001092,10790 MACARTHUR BLVD,MACARTHUR BLVD,911C,911 HANG UP FROM CP,1717361383000,"[-122.1507237, 37.7418859]",6084388,2096807,C,32Y,CCD7,06/02/24  8:49:43 PM,1717361387000,32,5,3
2077217,LOP240602001094,1629 WEBSTER ST,WEBSTER ST,459AU,AUTO BURGLARY,1717361497000,"[-122.2677128, 37.8052504]",6051002,2120493,C,04X,CCD3,06/02/24  8:51:37 PM,1717363863000,4,1,1
2077218,LOP240602001093,3250 MACARTHUR BLVD,MACARTHUR BLVD,975,STAND BY AND PRESERV,1717361485000,"[-122.2027315, 37.795722]",6069709,2116676,P,22Y,CCD4,06/02/24  8:51:25 PM,1717361500000,22,3,2
2077219,LOP240602001095,3033 MACARTHUR BLVD,MACARTHUR BLVD,WELCK,WELFARE CHECK -- CHE,1717361504000,"[-122.2046891, 37.7971605]",6069153,2117210,C,22Y,CCD4,06/02/24  8:51:44 PM,1717361504000,22,3,2
2077220,LOP240602001096,6500 AVENAL AV,AVENAL AV,SECCK,SECURITY CHECK,1717361524000,"[-122.1884246, 37.7669244]",6073653,2106117,C,27Y,CCD6,06/02/24  8:52:04 PM,1717365154000,27,4,3
2077221,LOP240602001097,1715 HIGH ST,HIGH ST,911C,911 HANG UP FROM CP,1717361628000,"[-122.2126789, 37.7740733]",6066691,2108847,C,23X,CCD5,06/02/24  8:53:48 PM,1717361631000,23,4,2
2077222,LOP240602001098,2402 E 27TH ST,E 27TH ST,417,BRANDISH A WEAPON,1717361701000,"[-122.2249394, 37.7928447]",6063274,2115746,C,21X,CCD5,06/02/24  8:55:01 PM,1717361825000,21,3,2
2077223,LOP240602001099,E 24TH ST&9TH AV,24TH ST&9TH AV,207,KIDNAPPING,1717361805000,"[-122.2412854, 37.7994]",6058596,2118220,C,17Y,CCD2,06/02/24  8:56:45 PM,1717363782000,17,3,2
2077224,LOP240602001100,7101 EDGEWATER DR,EDGEWATER DR,911C,911 HANG UP FROM CP,1717362024000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,06/02/24  9:00:24 PM,1717362024000,31,5,3
2077225,LOP240602001102,9955 B ST,B ST,415F,415 FAMILY,1717362072000,"[-122.1728931, 37.7413151]",6077975,2096713,C,32X,CCD7,06/02/24  9:01:12 PM,1717363387000,32,5,3
2077226,LOP240602001101,98TH AV&BANCROFT AV,AV&BANCROFT AV,901A,VEHICLE COLLISION-PE,1717362062000,"[-122.1619683, 37.7483614]",6081179,2099222,C,32Y,CCD7,06/02/24  9:01:02 PM,1717362840000,32,5,3
2077227,LOP240602001103,APGAR ST&WEST ST,ST&WEST ST,23103,RECKLESS DRIVING,1717362136000,"[-122.2714169, 37.8286031]",6050093,2129015,C,06X,CCD1,06/02/24  9:02:16 PM,1717364167000,6,1,1
2077228,LOP240602001106,3100 ROBINSON DR,ROBINSON DR,10851,STOLEN VEHICLE,1717362261000,"[-122.1834816, 37.8095921]",6075361,2121625,C,22Y,CCD4,06/02/24  9:04:21 PM,1717363446000,22,3,2
2077229,LOP240602001107,BROCKHURST ST&MARTIN LUTHER KING JR WY,ST&MARTIN LUTHER KING JR WY,SECCK,SECURITY CHECK,1717362294000,"[-122.2704002, 37.8219848]",6050341,2126600,C,06X,CCD3,06/02/24  9:04:54 PM,1717367306000,6,1,1
2077230,LOP240602001105,2250 BROADWAY,BROADWAY,911C,911 HANG UP FROM CP,1717362245000,"[-122.2666561, 37.811474]",6051350,2122753,C,08X,CCD3,06/02/24  9:04:05 PM,1717362255000,8,2,1
2077231,LOP240602001108,1411 E 31ST ST,E 31ST ST,911C,911 HANG UP FROM CP,1717362331000,"[-122.2311758, 37.7991891]",6061515,2118089,C,17Y,CCD2,06/02/24  9:05:31 PM,1717362341000,17,3,2
2077232,LOP240602001109,1066 63RD ST,63RD ST,415C,415 UNKNOWN,1717362419000,"[-122.2826386, 37.8463927]",6046976,2135553,C,10X,CCD1,06/02/24  9:06:59 PM,1717362420000,10,2,1
2077233,LOP240602001111,MYRTLE ST&SAN PABLO AV,ST&SAN PABLO AV,242,BATTERY,1717362495000,"[-122.276965, 37.8219603]",6048445,2126627,C,06X,CCD3,06/02/24  9:08:15 PM,1717372775000,6,1,1
2077234,LOP240602001112,859 34TH ST,34TH ST,WELCK,WELFARE CHECK -- CHE,1717362646000,"[-122.2742829, 37.8243409]",6049236,2127479,C,06X,CCD3,06/02/24  9:10:46 PM,1717366372000,6,1,1
2077235,LOP240602001113,90TH AV&G ST,AV&G ST,20002,HIT & RUN (PROPERTY,1717362817000,"[-122.1828393, 37.7458183]",6075129,2098404,C,33X,CCD7,06/02/24  9:13:37 PM,1717363102000,33,5,3
2077236,LOP240602001114,7101 EDGEWATER DR,EDGEWATER DR,415C,415 UNKNOWN,1717362875000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,06/02/24  9:14:35 PM,1717362875000,31,5,3
2077237,LOP240602001116,8800 FONTAINE ST,FONTAINE ST,SMOKE,SMOKE,1717362961000,"[-122.1512435, 37.7616966]",6084365,2104022,C,35X,CCD7,06/02/24  9:16:01 PM,1717362972000,35,5,3
2077238,LOP240602001117,1477 74TH AV,74TH AV,415F,415 FAMILY,1717362993000,"[-122.185632, 37.7592899]",6074410,2103323,P,30X,CCD6,06/02/24  9:16:33 PM,1717362993000,30,5,3
2077239,LOP240602001118,3000 14TH AV,14TH AV,SECCK,SECURITY CHECK,1717363068000,"[-122.2296355, 37.7981514]",6061953,2117703,C,18Y,CCD5,06/02/24  9:17:48 PM,1717363755000,18,3,2
2077240,LOP240602001028,1420 35TH AV,35TH AV,BTNFO,BEAT INFORMATION,1717357068000,"[-122.2226929, 37.776578]",6063814,2109812,C,23X,CCD5,06/02/24  7:37:48 PM,1717363161000,23,4,2
2077241,LOP240602001119,4618 ALLENDALE AV,ALLENDALE AV,415GS,415 GUNSHOTS,1717363243000,"[-122.200277, 37.7813478]",6070323,2111430,P,28X,CCD6,06/02/24  9:20:43 PM,1717363243000,28,4,3
2077242,LOP240602001120,1411 E 31ST ST,E 31ST ST,911N,POLICE RELATED MATTE,1717363267000,"[-122.2311758, 37.7991891]",6061515,2118089,C,17Y,CCD2,06/02/24  9:21:07 PM,1717363274000,17,3,2
2077243,LOP240602001121,98TH AV&BANCROFT AV,AV&BANCROFT AV,647C,OBSTRUCT PERSON'S MO,1717363387000,"[-122.1619683, 37.7483614]",6081179,2099222,C,32Y,CCD7,06/02/24  9:23:07 PM,1717387483000,32,5,3
2077244,LOP240602001122,2701 64TH AV,64TH AV,945A,AMBULANCE REQUESTED,1717363485000,"[-122.1852432, 37.770365]",6074595,2107353,C,29X,CCD6,06/02/24  9:24:45 PM,1717363489000,29,5,3
2077245,LOP240602001125,5129 E 12TH ST,E 12TH ST,R10851,RECOVERED STOLEN VEH,1717363525000,"[-122.205513, 37.7679255]",6068721,2106571,C,26X,CCD5,06/02/24  9:25:25 PM,1717429496000,26,4,3
2077246,LOP240602001124,19TH ST&BROADWAY,ST&BROADWAY,943,FIGHT,1717363514000,"[-122.2690368, 37.8077823]",6050637,2121422,C,04X,CCD3,06/02/24  9:25:14 PM,1717364832000,4,1,1
