OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2093104,,,,,,,,,,,,,,,,,
2096721,LOP240617001164,1731 100TH AV,100TH AV,601I,INCORRIGIBLE: BEYOND,1718651101000,"[-122.1652715, 37.7438649]",6080195,2097602,C,32X,CCD7,06/17/24  7:05:01 PM,1718711521000,32,5,3
2096722,LOP240617001167,7300 BANCROFT AV,BANCROFT AV,911C,911 HANG UP FROM CP,1718651230000,"[-122.1769148, 37.7659461]",6076973,2105701,C,30Y,CCD6,06/17/24  7:07:10 PM,1718651230000,30,5,3
2096724,LOP240617001168,7101 EDGEWATER DR,EDGEWATER DR,911C,911 HANG UP FROM CP,1718651314000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,06/17/24  7:08:34 PM,1718651314000,31,5,3
2096726,LOP240617001169,5901 SAN LEANDRO ST,SAN LEANDRO ST,911C,911 HANG UP FROM CP,1718651515000,"[-122.2062801, 37.7614017]",6068456,2104200,C,26X,CCD5,06/17/24  7:11:55 PM,1718653629000,26,4,3
2096727,LOP240617001170,3320 FRUITVALE AV,FRUITVALE AV,SECCK,SECURITY CHECK,1718651525000,"[-122.216676, 37.7989368]",6065702,2117920,C,22X,CCD4,06/17/24  7:12:05 PM,1718656668000,22,3,2
2096728,LOP240617001171,5295 BROADWAY TER,BROADWAY TER,SECCK,SECURITY CHECK,1718651542000,"[-122.2484066, 37.8374944]",6056798,2132127,A,13X,CCD1,06/17/24  7:12:22 PM,1718651542000,13,2,1
2096729,LOP240617001172,3737 MARTIN LUTHER KING JR WY,MARTIN LUTHER KING JR WY,5150,MENTALLY ILL,1718651701000,"[-122.2693027, 37.8266406]",6050690,2128289,C,06X,CCD1,06/17/24  7:15:01 PM,1718682163000,6,1,1
2096730,LOP240617001174,589 W GRAND AV,W GRAND AV,5150,MENTALLY ILL,1718651784000,"[-122.2697452, 37.8120842]",6050462,2122992,C,04X,CCD3,06/17/24  7:16:24 PM,1718667663000,4,1,1
2096731,LOP240617001175,2651 73RD AV,73RD AV,911H,911 HANG-UP,1718651843000,"[-122.1745692, 37.7676467]",6077662,2106308,C,30Y,CCD6,06/17/24  7:17:23 PM,1718651843000,30,5,3
2096732,LOP240617001176,HIGH ST&INTERNATIONAL BLVD,ST&INTERNATIONAL BLVD,20002,HIT & RUN (PROPERTY,1718651954000,"[-122.2148643, 37.7723522]",6066048,2108232,C,23X,CCD5,06/17/24  7:19:14 PM,1718652056000,23,4,2
