OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2093104,,,,,,,,,,,,,,,,,
2108539,LOP240627000990,4000 ALAMEDA AV,ALAMEDA AV,MSDIAL,MISDIAL,1719515119000,"[-122.2224359, 37.7681848]",6063832,2106755,C,23X,CCD5,06/27/24  7:05:19 PM,1719515119000,23,4,2
2108540,LOP240627000992,9253 INTERNATIONAL BLVD,INTERNATIONAL BLVD,914,MAKE A PHONE CALL,1719515202000,"[-122.1733962, 37.7481392]",6077874,2099200,C,33X,CCD7,06/27/24  7:06:42 PM,1719524457000,33,5,3
2108541,LOP240627000989,34TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,MACRO,MACRO TEAM RESPONSE,1719515081000,"[-122.2238575, 37.7766571]",6063478,2109847,C,23X,CCD5,06/27/24  7:04:41 PM,1719515222000,23,4,2
2108542,LOP240627000993,10600 SUNNYSIDE ST,SUNNYSIDE ST,CODE7,SUBJECT ARMED WITH W,1719515258000,"[-122.1589106, 37.7409359]",6082015,2096503,C,32Y,CCD7,06/27/24  7:07:38 PM,1719520196000,32,5,3
2108543,LOP240627000995,1315 16TH ST,16TH ST,MSDIAL,MISDIAL,1719515351000,"[-122.2890578, 37.8117901]",6044882,2122991,C,05X,CCD3,06/27/24  7:09:11 PM,1719515351000,5,1,1
2108544,LOP240627000994,4530 THOMPSON ST,THOMPSON ST,601R,RUNAWAY,1719515336000,"[-122.2072669, 37.7770908]",6068275,2109917,C,27X,CCD5,06/27/24  7:08:56 PM,1719523060000,27,4,3
2108545,LOP240627000996,350 51ST ST,51ST ST,5150,MENTALLY ILL,1719515379000,"[-122.2553472, 37.8358778]",6054783,2131576,C,12Y,CCD1,06/27/24  7:09:39 PM,1719520303000,12,2,1
2108546,LOP240627000997,5885 OAKPORT ST,OAKPORT ST,CODE7,SUBJECT ARMED WITH W,1719515428000,"[-122.2115465, 37.757065]",6066905,2102649,C,26X,CCD7,06/27/24  7:10:28 PM,1719516000000,26,4,3
2108547,LOP240627000998,4290 PIEDMONT AV,PIEDMONT AV,945A,AMBULANCE REQUESTED,1719515524000,"[-122.2493415, 37.8286688]",6056468,2128919,C,09X,CCD1,06/27/24  7:12:04 PM,1719515525000,9,2,1
2108548,LOP240627001000,2930 LAKESHORE AV,LAKESHORE AV,901,VEHICLE COLLISION/PR,1719515548000,"[-122.2479269, 37.8088936]",6056742,2121712,C,15X,CCD2,06/27/24  7:12:28 PM,1719515557000,15,3,2
