OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2093104,,,,,,,,,,,,,,,,,
2120129,LOP240706000922,54TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,SECCK,SECURITY CHECK,1720292686000,"[-122.205513, 37.7679255]",6068721,2106571,C,26X,CCD5,07/06/24  7:04:46 PM,1720294705000,26,4,3
2120130,LOP240706000921,1803 ROSEDALE AV,ROSEDALE AV,415F,415 FAMILY,1720292682000,"[-122.2154973, 37.776238]",6065891,2109650,C,23X,CCD5,07/06/24  7:04:42 PM,1720298258000,23,4,2
2120131,LOP240706000923,8820 INTERNATIONAL BLVD,INTERNATIONAL BLVD,MSDIAL,MISDIAL,1720292710000,"[-122.1753175, 37.7509658]",6077337,2100239,C,34X,CCD7,07/06/24  7:05:10 PM,1720292718000,34,5,3
2120132,LOP240706000924,78TH AV&BANCROFT AV,AV&BANCROFT AV,SECCK,SECURITY CHECK,1720292908000,"[-122.1740401, 37.7633637]",6077787,2104746,C,30X,CCD6,07/06/24  7:08:28 PM,1720295252000,30,5,3
2120133,LOP240706000925,475 29TH ST,29TH ST,WELCK,WELFARE CHECK -- CHE,1720292989000,"[-122.266746, 37.8180128]",6051369,2125134,C,08X,CCD3,07/06/24  7:09:49 PM,1720297712000,8,2,1
2120134,LOP240706000928,1519 MOUNTAIN BLVD,MOUNTAIN BLVD,901A,VEHICLE COLLISION-PE,1720293057000,"[-122.2162856, 37.8347605]",6066054,2130960,C,13Y,CCD4,07/06/24  7:10:57 PM,1720301212000,13,2,1
2120135,LOP240706000927,106TH AV&BANCROFT AV,AV&BANCROFT AV,SMOKE,SMOKE,1720293044000,"[-122.1569827, 37.7414987]",6082576,2096698,C,32Y,CCD7,07/06/24  7:10:44 PM,1720293046000,32,5,3
2120136,LOP240706000929,1720 28TH AV,28TH AV,FNDGUN,FOUND GUN,1720293329000,"[-122.2272946, 37.7824905]",6062524,2111989,C,20X,CCD5,07/06/24  7:15:29 PM,1720368749000,20,3,2
2120137,LOP240706000930,35TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,23103,RECKLESS DRIVING,1720293430000,"[-122.2227097, 37.7761108]",6063806,2109642,C,23X,CCD5,07/06/24  7:17:10 PM,1720293691000,23,4,2
2120138,LOP240706000926,5401 COLISEUM WY,COLISEUM WY,10851,STOLEN VEHICLE,1720293022000,"[-122.2102007, 37.7599248]",6067313,2103683,C,26X,CCD6,07/06/24  7:10:22 PM,1720294704000,26,4,3
