OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2093104,,,,,,,,,,,,,,,,,
2127350,LOP240712001172,89TH AV&MACARTHUR BLVD,AV&MACARTHUR BLVD,245,ASSAULT W/DEADLY WEA,1720811127000,"[-122.1616752, 37.7564465]",6081316,2102164,A,35X,CCD7,07/12/24  7:05:27 PM,1720811268000,35,5,3
2127351,LOP240712001173,152 9TH ST,9TH ST,WALKTR,WALK THROUGH,1720811198000,"[-122.2662635, 37.7981716]",6051372,2117908,C,03X,CCD2,07/12/24  7:06:38 PM,1720857881000,3,1,1
2127352,LOP240712001174,2727 E 17TH ST,E 17TH ST,10851,STOLEN VEHICLE,1720811416000,"[-122.2287176, 37.782813]",6062115,2112114,C,20X,CCD5,07/12/24  7:10:16 PM,1720888371000,20,3,2
2127353,LOP240712001175,3000 E 9TH ST,E 9TH ST,945A,AMBULANCE REQUESTED,1720811588000,"[-122.2327441, 37.77531]",6060901,2109404,C,20X,CCD5,07/12/24  7:13:08 PM,1720811588000,20,3,2
2127354,LOP240712001179,421 23RD AV,23RD AV,215,CARJACKING,1720811743000,"[-122.2360992, 37.7740576]",6059923,2108966,C,19X,CCD5,07/12/24  7:15:43 PM,1720829938000,19,3,2
2127355,LOP240712001178,10203 E ST,E ST,933R,ALARM-RINGER,1720811715000,"[-122.1742408, 37.7383404]",6077566,2095637,C,32X,CCD7,07/12/24  7:15:15 PM,1720813959000,32,5,3
2127356,LOP240712001176,40TH ST&SHAFTER AV,ST&SHAFTER AV,459AU,AUTO BURGLARY,1720811689000,"[-122.2597832, 37.8284036]",6053451,2128879,C,08X,CCD1,07/12/24  7:14:49 PM,1720811808000,8,2,1
2127357,LOP240712001181,5339 FOOTHILL BLVD,FOOTHILL BLVD,SUSP,SUSPECT,1720811869000,"[-122.1999378, 37.7725767]",6070363,2108235,C,27X,CCD4,07/12/24  7:17:49 PM,1720827994000,27,4,3
2127358,LOP240712001180,2833 HIGH ST,HIGH ST,ASSIST,ASSIST,1720811868000,"[-122.2023172, 37.7835377]",6069748,2112238,C,24Y,CCD4,07/12/24  7:17:48 PM,1720811868000,24,4,2
2127359,LOP240712001183,1921 GOULDIN RD,GOULDIN RD,10851,STOLEN VEHICLE,1720811982000,"[-122.2060309, 37.8365792]",6069027,2131568,C,13Z,CCD4,07/12/24  7:19:42 PM,1720832301000,13,2,1
