OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2080910,LOP240605001076,460 HEGENBERGER LOOP,HEGENBERGER LOOP,929,FIRE,1717614215000,"[-122.1961522, 37.7368184]",6071221,2095197,C,31Y,CCD7,06/05/24  7:03:35 PM,1717614215000,31,5,3
2080911,LOP240605001077,8135 INTERNATIONAL BLVD,INTERNATIONAL BLVD,415C,415 UNKNOWN,1717614238000,"[-122.1802862, 37.7559052]",6075933,2102063,C,33X,CCD7,06/05/24  7:03:58 PM,1717614308000,33,5,3
2080912,LOP240605001078,471 26TH ST,26TH ST,415TH,415 THREATS,1717614257000,"[-122.2674391, 37.8152748]",6051150,2124141,C,16X,CCD3,06/05/24  7:04:17 PM,1717643102000,16,3,2
2080913,LOP240605001079,77 GRAEAGLE CT,GRAEAGLE CT,945A,AMBULANCE REQUESTED,1717614348000,"[-122.1301162, 37.7707803]",6090529,2107222,C,25Y,CCD6,06/05/24  7:05:48 PM,1717614349000,25,4,2
2080914,LOP240605001081,16TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,SPCENF,SPECIAL ENFORCEMENT,1717614406000,"[-122.2442002, 37.7883478]",6057679,2114212,C,19X,CCD2,06/05/24  7:06:46 PM,1717620300000,19,3,2
2080915,LOP240605001080,6900 HAMILTON ST,HAMILTON ST,SECCK,SECURITY CHECK,1717614405000,"[-122.1929479, 37.7589186]",6072293,2103226,C,26Y,CCD7,06/05/24  7:06:45 PM,1717615994000,26,4,3
2080916,LOP240605001082,3459 SALISBURY ST,SALISBURY ST,484LP,STOLEN LICENSE PLATE,1717614435000,"[-122.2163836, 37.7855395]",6065697,2113041,A,24X,CCD5,06/05/24  7:07:15 PM,1717700423000,24,4,2
2080917,LOP240605001083,105TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,911C,911 HANG UP FROM CP,1717614460000,"[-122.1667564, 37.7392843]",6079736,2095942,C,32X,CCD7,06/05/24  7:07:40 PM,1717629023000,32,5,3
2080918,LOP240605001085,1514 HAVENSCOURT BLVD,HAVENSCOURT BLVD,955A,VICIOUS ANIMAL,1717614495000,"[-122.1924143, 37.7622251]",6072469,2104427,C,30X,CCD6,06/05/24  7:08:15 PM,1717617213000,30,5,3
2080919,LOP240605001087,1410 31ST AV,31ST AV,933R,ALARM-RINGER,1717614547000,"[-122.2265934, 37.7782322]",6062698,2110435,C,20X,CCD5,06/05/24  7:09:07 PM,1717614724000,20,3,2
