OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2093104,,,,,,,,,,,,,,,,,
2100213,LOP240620000981,3325 COURTLAND AV,COURTLAND AV,415F,415 FAMILY,1718910421000,"[-122.1968786, 37.7849895]",6071329,2112738,C,28X,CCD6,06/20/24  7:07:01 PM,1718917228000,28,4,3
2100214,LOP240620000980,6900 HAMILTON ST,HAMILTON ST,SECCK,SECURITY CHECK,1718910369000,"[-122.1929479, 37.7589186]",6072293,2103226,C,26Y,CCD7,06/20/24  7:06:09 PM,1718914731000,26,4,3
2100215,LOP240620000982,2870 ADELINE ST,ADELINE ST,242,BATTERY,1718910442000,"[-122.2819776, 37.8208876]",6046990,2126264,C,07X,CCD3,06/20/24  7:07:22 PM,1718913537000,7,1,1
2100216,LOP240620000983,3124 FRUITVALE AV,FRUITVALE AV,242,BATTERY,1718910763000,"[-122.2179243, 37.7957351]",6065320,2116761,C,21Y,CCD5,06/20/24  7:12:43 PM,1718917809000,21,3,2
2100217,LOP240620000984,98TH AV&GOLF LINKS RD,AV&GOLF LINKS RD,976,CAR STOP,1718910896000,"[-122.1520613, 37.7541315]",6084080,2101272,C,35X,CCD7,06/20/24  7:14:56 PM,1718914339000,35,5,3
2100218,LOP240620000985,180 MONTECITO AV,MONTECITO AV,484,THEFT,1718910913000,"[-122.2588191, 37.8121213]",6053618,2122946,C,14X,CCD3,06/20/24  7:15:13 PM,1718913886000,14,2,2
2100219,LOP240620000986,1715 HIGH ST,HIGH ST,415C,415 UNKNOWN,1718910919000,"[-122.2126789, 37.7740733]",6066691,2108847,C,23X,CCD5,06/20/24  7:15:19 PM,1718910922000,23,4,2
2100220,LOP240620000988,27TH ST&NORTHGATE AV,ST&NORTHGATE AV,901,VEHICLE COLLISION/PR,1718910971000,"[-122.2710416, 37.8169348]",6050121,2124765,C,06X,CCD3,06/20/24  7:16:11 PM,1718915518000,6,1,1
2100221,LOP240620000990,2236 E 21ST ST,E 21ST ST,415F,415 FAMILY,1718911028000,"[-122.232612, 37.78923]",6061033,2114471,C,18X,CCD2,06/20/24  7:17:08 PM,1718933931000,18,3,2
2100222,LOP240620000989,98TH AV&BANCROFT AV,AV&BANCROFT AV,SUSP,SUSPECT,1718911018000,"[-122.1619683, 37.7483614]",6081179,2099222,C,32Y,CCD7,06/20/24  7:16:58 PM,1718914203000,32,5,3
