OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2062762,LOP240521001087,2500 62ND AV,62ND AV,SECCK,SECURITY CHECK,1716318235000,"[-122.1893637, 37.7691166]",6073396,2106920,C,27Y,CCD6,05/21/24  7:03:55 PM,1716319878000,27,4,3
2062763,LOP240521001089,7101 EDGEWATER DR,EDGEWATER DR,911C,911 HANG UP FROM CP,1716318301000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,05/21/24  7:05:01 PM,1716318301000,31,5,3
2062764,LOP240521001092,7101 EDGEWATER DR,EDGEWATER DR,911N,POLICE RELATED MATTE,1716318431000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,05/21/24  7:07:11 PM,1716318432000,31,5,3
2062765,LOP240521001093,1300 HARRISON ST,HARRISON ST,20001,HIT & RUN RESULTING,1716318451000,"[-122.2679665, 37.8022361]",6050908,2119397,C,03X,CCD2,05/21/24  7:07:31 PM,1716320894000,3,1,1
2062766,LOP240521001094,1 AIRPORT DR,AIRPORT DR,FUEL,FUEL VEHICLE,1716318502000,"[-122.2102693, 37.7166148]",6067005,2087916,C,31X,CCD7,05/21/24  7:08:22 PM,1716321887000,31,5,3
2062767,LOP240521001095,444 EMBARCADERO WEST,EMBARCADERO WEST,415F,415 FAMILY,1716318542000,"[-122.2766332, 37.7953651]",6048357,2116943,C,01X,CCD3,05/21/24  7:09:02 PM,1716328744000,1,1,1
2062768,LOP240521001096,7515 INTERNATIONAL BLVD,INTERNATIONAL BLVD,MSDIAL,MISDIAL,1716318576000,"[-122.1854727, 37.7583665]",6074450,2102986,C,26Y,CCD7,05/21/24  7:09:36 PM,1716318576000,26,4,3
2062769,LOP240521001097,54TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,BCAST,BROADCAST,1716318592000,"[-122.205513, 37.7679255]",6068721,2106571,C,26X,CCD5,05/21/24  7:09:52 PM,1716318664000,26,4,3
2062770,LOP240521001099,4500 BANCROFT AV,BANCROFT AV,SECCK,SECURITY CHECK,1716318662000,"[-122.2119445, 37.7726858]",6066894,2108338,C,27X,CCD5,05/21/24  7:11:02 PM,1716319664000,27,4,3
2062772,LOP240521001100,9649 MADDUX DR,MADDUX DR,945A,AMBULANCE REQUESTED,1716318680000,"[-122.186135, 37.7363304]",6074114,2094967,C,31Y,CCD7,05/21/24  7:11:20 PM,1716318681000,31,5,3
